"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"
"CHEMBL326501"	""	"0"	"291.35"	"0"	"3.62"	"42"	"O=C(Cc1cccc2ccccc12)Nc1cc(C2CC2)[nH]n1"	"IC50"	"'='"	"38.0"	"nM"	"7.42"	""	""	"UO_0000065"	"25.47"	"0.46"	"3.80"	"12.84"	"0"	"CHEMBL658020"	"In vitro inhibitory concentration against cyclin-dependent kinase 2-cyclin A complex using ATP/P33gamma-ATP mix as radioligand"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1148336"	"1"	"Scientific Literature"	"J. Med. Chem."	"2004"	"None"	""
"CHEMBL2181331"	""	"0"	"486.62"	"1"	"5.35"	"21d, 85:15 trans/cis mixture"	"C1=CCOCc2cc(ccc2OCCN2CCCCC2)Nc2nccc(n2)-c2cccc(c2)COC1"	"IC50"	"'='"	"2700.0"	"nM"	"5.57"	""	""	"UO_0000065"	"11.44"	"0.21"	"0.22"	"8.10"	"0"	"CHEMBL2184203"	"Inhibition of recombinant CDK2/Cyclin A using RbinG as substrate after 2 hrs by luminescence assay"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL2176955"	"1"	"Scientific Literature"	"J. Med. Chem."	"2011"	"None"	""
"CHEMBL217362"	""	"0"	"1039.30"	"None"	"None"	"R4C1 table6"	"CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O"	"IC50"	"'='"	"140.0"	"nM"	"6.85"	""	""	"UO_0000065"	"6.59"	"None"	"None"	"None"	"0"	"CHEMBL1250279"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1240533"	"1"	"Scientific Literature"	"AAPS J"	"2006"	"None"	""
"CHEMBL1272300"	""	"0"	"516.53"	"1"	"3.22"	"9"	"CN1CCC(Nc2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)c2)CC1"	"IC50"	"'='"	"1020.0"	"nM"	"5.99"	""	""	"UO_0000065"	"11.60"	"0.22"	"2.77"	"4.86"	"0"	"CHEMBL1272698"	"Inhibition of CDK2/Cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268971"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1271482"	""	"0"	"572.64"	"1"	"4.78"	"10"	"CN1C(C)(C)CC(Nc2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)c2)CC1(C)C"	"IC50"	"'='"	"3019.0"	"nM"	"5.52"	""	""	"UO_0000065"	"9.64"	"0.18"	"0.74"	"4.48"	"0"	"CHEMBL1272698"	"Inhibition of CDK2/Cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268971"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL576748"	""	"0"	"481.65"	"1"	"5.90"	"13e"	"N[C@H]1CC[C@H](Nc2nc(NCc3ccc(-c4ccccc4)cc3)c3ncn(C4CCCC4)c3n2)CC1"	"IC50"	"'='"	"100.0"	"nM"	"7.00"	""	""	"UO_0000065"	"14.53"	"0.27"	"1.10"	"7.47"	"0"	"CHEMBL1063859"	"Inhibition of recombinant CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1154643"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2009"	"None"	""
"CHEMBL575450"	""	"0"	"455.61"	"1"	"5.37"	"3k"	"CC(C)n1cnc2c(NCc3ccc(-c4ccccc4)cc3)nc(N[C@H]3CC[C@H](N)CC3)nc21"	"IC50"	"'='"	"400.0"	"nM"	"6.40"	""	""	"UO_0000065"	"14.04"	"0.26"	"1.03"	"6.83"	"0"	"CHEMBL1063859"	"Inhibition of recombinant CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1154643"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2009"	"None"	""
"CHEMBL1171972"	""	"0"	"322.24"	"0"	"4.16"	"16"	"Cc1ccc(NS(=O)(=O)c2cc(Cl)sc2Cl)cc1"	"IC50"	"'='"	"31400.0"	"nM"	"4.50"	""	""	"UO_0000065"	"13.97"	"0.34"	"0.34"	"9.75"	"0"	"CHEMBL1175697"	"Inhibition of human CDK2/Cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1177790"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL567647"	""	"0"	"482.04"	"0"	"3.89"	"5c"	"CC(C)n1cnc2c(NCc3ccc(-n4cccn4)cc3)nc(N[C@H]3CC[C@H](N)CC3)nc21.Cl"	"IC50"	"'='"	"140.0"	"nM"	"6.85"	""	""	"UO_0000065"	"15.38"	"0.28"	"2.96"	"6.15"	"0"	"CHEMBL1058435"	"Inhibition of recombinant Cdk2/cyclinA"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1154657"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2009"	"None"	""
"CHEMBL1099105"	""	"0"	"362.39"	"0"	"2.02"	"23"	"CC(=O)c1cccc(Nc2ncc3c(n2)-c2c(c(C(N)=O)nn2C)CC3)c1"	"IC50"	"'='"	"2.0"	"nM"	"8.70"	""	""	"UO_0000065"	"24.00"	"0.44"	"6.68"	"7.51"	"0"	"CHEMBL1109145"	"Inhibition of CDK2/Cyclin A assessed as [33P]gamma-ATP incorporation into substrate after 60 mins by gamma counting"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1157785"	"1"	"Scientific Literature"	"J. Med. Chem."	"2010"	"None"	""
"CHEMBL1094400"	""	"0"	"382.43"	"0"	"3.27"	"1c"	"NC(=O)c1nn(-c2ccccc2)c2c1CCc1cnc(Nc3ccccc3)nc1-2"	"IC50"	"'='"	"15.0"	"nM"	"7.82"	""	""	"UO_0000065"	"20.46"	"0.37"	"4.55"	"7.93"	"0"	"CHEMBL1109145"	"Inhibition of CDK2/Cyclin A assessed as [33P]gamma-ATP incorporation into substrate after 60 mins by gamma counting"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1157785"	"1"	"Scientific Literature"	"J. Med. Chem."	"2010"	"None"	""
"CHEMBL1095717"	""	"0"	"448.53"	"0"	"1.58"	"48"	"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2"	"IC50"	"'='"	"82.0"	"nM"	"7.09"	""	""	"UO_0000065"	"15.80"	"0.29"	"5.51"	"6.19"	"0"	"CHEMBL1109145"	"Inhibition of CDK2/Cyclin A assessed as [33P]gamma-ATP incorporation into substrate after 60 mins by gamma counting"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1157785"	"1"	"Scientific Literature"	"J. Med. Chem."	"2010"	"None"	""
"CHEMBL1082230"	""	"0"	"492.52"	"0"	"3.60"	"6b"	"CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(N/N=C/c2cccs2)=N1"	"IC50"	"'='"	"22900.0"	"nM"	"4.64"	""	""	"UO_0000065"	"9.42"	"0.18"	"1.04"	"2.87"	"0"	"CHEMBL1103280"	"Inhibition of human recombinant CDK2/cyclin A expressed in baculovirus-infected insect Sf21 cells after 10 mins"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf21"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1154872"	"1"	"Scientific Literature"	"Eur. J. Med. Chem."	"2010"	"CHEMBL4106362"	""
"CHEMBL605327"	""	"0"	"425.51"	"0"	"3.25"	"11"	"CC1(C)c2[nH]nc(NC(=O)c3ccc(F)cc3)c2CN1C(=O)C1CCN(C2CC2)CC1"	"IC50"	"'='"	"68.0"	"nM"	"7.17"	""	""	"UO_0000065"	"16.84"	"0.32"	"3.92"	"8.81"	"0"	"CHEMBL1074419"	"Inhibition of human CDK2/cyclin A expressed in Escherichia coli BL21 by scintillation proximity assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1157586"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2010"	"None"	""
"CHEMBL575274"	""	"0"	"483.66"	"1"	"5.98"	"21j"	"Cc1cc(C)cc(-c2ccc(CNc3nc(N[C@H]4CC[C@H](N)CC4)nc4c3ncn4C(C)C)cc2)c1"	"IC50"	"'='"	"400.0"	"nM"	"6.40"	""	""	"UO_0000065"	"13.23"	"0.24"	"0.42"	"6.83"	"0"	"CHEMBL1063859"	"Inhibition of recombinant CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1154643"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2009"	"None"	""
"CHEMBL574156"	""	"0"	"456.59"	"1"	"5.40"	"3q"	"CC(C)n1cnc2c(NCc3ccc(-c4ccccc4)cc3)nc(NC3(CO)CCCC3)nc21"	"IC50"	"'='"	"2000.0"	"nM"	"5.70"	""	""	"UO_0000065"	"12.48"	"0.23"	"0.30"	"6.48"	"0"	"CHEMBL1063859"	"Inhibition of recombinant CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1154643"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2009"	"None"	""
"CHEMBL584366"	""	"0"	"520.13"	"1"	"6.02"	"10a"	"CCN[C@H]1CC[C@H](Nc2nc(NCc3ccc(-c4ccccc4)cc3)c3ncn(C(C)C)c3n2)CC1.Cl"	"IC50"	"'='"	"3000.0"	"nM"	"5.52"	""	""	"UO_0000065"	"11.42"	"0.21"	"-0.50"	"6.93"	"0"	"CHEMBL1063859"	"Inhibition of recombinant CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1154643"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2009"	"None"	""
"CHEMBL333382"	""	"0"	"348.24"	"0"	"4.47"	"21"	"O=C(Nc1cc(C2CCCCC2)[nH]n1)c1ccc(Br)cc1"	"IC50"	"'='"	"1000.0"	"nM"	"6.00"	""	""	"UO_0000065"	"17.23"	"0.39"	"1.53"	"10.38"	"0"	"CHEMBL658020"	"In vitro inhibitory concentration against cyclin-dependent kinase 2-cyclin A complex using ATP/P33gamma-ATP mix as radioligand"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1148336"	"1"	"Scientific Literature"	"J. Med. Chem."	"2004"	"None"	""
"CHEMBL114636"	""	"0"	"323.42"	"0"	"4.20"	"40"	"O=C(Cc1ccc(-c2cccs2)cc1)Nc1cc(C2CC2)[nH]n1"	"IC50"	"'='"	"3.0"	"nM"	"8.52"	""	""	"UO_0000065"	"26.35"	"0.51"	"4.32"	"14.75"	"0"	"CHEMBL658020"	"In vitro inhibitory concentration against cyclin-dependent kinase 2-cyclin A complex using ATP/P33gamma-ATP mix as radioligand"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1148336"	"1"	"Scientific Literature"	"J. Med. Chem."	"2004"	"None"	""
"CHEMBL273547"	""	"0"	"248.29"	"0"	"3.37"	"41"	"Cc1[nH]cnc1-c1[nH]ccc2c3ccccc3nc1-2"	"IC50"	"'='"	"6000.0"	"nM"	"5.22"	""	""	"UO_0000065"	"21.03"	"0.38"	"1.85"	"9.10"	"0"	"CHEMBL657267"	"Inhibition of Cyclin-dependent kinase 2-cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1135277"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2002"	"None"	""
"CHEMBL1241134"	""	"0"	"721.84"	"2"	"-3.43"	"R1C1 Table6"	"CC(C)C[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccc(F)cc1)C(N)=O"	"IC50"	"'='"	"7200.0"	"nM"	"5.14"	""	""	"UO_0000065"	"7.12"	"0.14"	"8.57"	"1.46"	"0"	"CHEMBL1250279"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1240533"	"1"	"Scientific Literature"	"AAPS J"	"2006"	"None"	""
"CHEMBL1744450"	""	"0"	"1008.88"	"None"	"None"	"24"	"OC[C@H]1O[C@@](CO)(O[C@@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O"	"IC50"	"'='"	"16.0"	"nM"	"7.80"	""	""	"UO_0000065"	"7.73"	"None"	"None"	"None"	"0"	"CHEMBL1074419"	"Inhibition of human CDK2/cyclin A expressed in Escherichia coli BL21 by scintillation proximity assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1157586"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2010"	"None"	""
"CHEMBL591898"	""	"0"	"347.46"	"0"	"1.97"	"5"	"CC(C)(C)C(=O)N1Cc2c(NC(=O)C3CCNCC3)n[nH]c2C1(C)C"	"IC50"	"'='"	"169.0"	"nM"	"6.77"	""	""	"UO_0000065"	"19.49"	"0.37"	"4.80"	"7.51"	"0"	"CHEMBL1074419"	"Inhibition of human CDK2/cyclin A expressed in Escherichia coli BL21 by scintillation proximity assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1157586"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2010"	"None"	""
"CHEMBL2314443"	""	"0"	"289.73"	"0"	"2.59"	"2g"	"CC(C)n1cnc2c(Nc3cnccn3)nc(Cl)nc21"	"IC50"	"'='"	"3100.0"	"nM"	"5.51"	""	""	"UO_0000065"	"19.01"	"0.38"	"2.92"	"6.77"	"0"	"CHEMBL2320637"	"Inhibition of recombinant human CDK2/cyclin A after 30 mins by scintillation counting"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL2311464"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2013"	"None"	""
"CHEMBL2314448"	""	"0"	"342.41"	"0"	"2.12"	"4l"	"CC[C@@H](CO)Nc1nc(Nc2cncnc2)c2ncn(C(C)C)c2n1"	"IC50"	"'='"	"23.0"	"nM"	"7.64"	""	""	"UO_0000065"	"22.31"	"0.42"	"5.52"	"6.72"	"0"	"CHEMBL2320637"	"Inhibition of recombinant human CDK2/cyclin A after 30 mins by scintillation counting"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL2311464"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2013"	"None"	""
"CHEMBL2314471"	""	"0"	"355.45"	"0"	"2.97"	"3g"	"CC(C)[C@H](CO)Nc1nc(Nc2cccnc2)c2ncn(C(C)C)c2n1"	"IC50"	"'='"	"18.0"	"nM"	"7.75"	""	""	"UO_0000065"	"21.79"	"0.41"	"4.77"	"7.68"	"0"	"CHEMBL2320637"	"Inhibition of recombinant human CDK2/cyclin A after 30 mins by scintillation counting"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL2311464"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2013"	"None"	""
"CHEMBL2314476"	""	"0"	"355.45"	"0"	"2.97"	"3c"	"CC(C)[C@H](CO)Nc1nc(Nc2ccccn2)c2ncn(C(C)C)c2n1"	"IC50"	"'='"	"800.0"	"nM"	"6.10"	""	""	"UO_0000065"	"17.15"	"0.32"	"3.13"	"6.05"	"0"	"CHEMBL2320637"	"Inhibition of recombinant human CDK2/cyclin A after 30 mins by scintillation counting"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL2311464"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2013"	"None"	""
"CHEMBL2348637"	""	"0"	"410.91"	"0"	"2.99"	"12f"	"CNc1nc(C)c(-c2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2Cl)s1"	"Ki"	"'='"	"10.0"	"nM"	"8.00"	""	""	"UO_0000065"	"19.47"	"0.42"	"5.01"	"6.51"	"0"	"CHEMBL2350829"	"Inhibition of human recombinant His6 tagged CDK2/Cyclin A expressed in Sf21 insect cells after 40 mins by scintillation counting analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL2346630"	"1"	"Scientific Literature"	"J. Med. Chem."	"2013"	"None"	""
"CHEMBL2348654"	""	"0"	"381.38"	"0"	"4.20"	"27c"	"CNc1nc(CC(F)(F)F)c(-c2ccnc(Nc3cccc(O)c3)n2)s1"	"Ki"	"'='"	"282.0"	"nM"	"6.55"	""	""	"UO_0000065"	"17.17"	"0.34"	"2.35"	"7.90"	"0"	"CHEMBL2350829"	"Inhibition of human recombinant His6 tagged CDK2/Cyclin A expressed in Sf21 insect cells after 40 mins by scintillation counting analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL2346630"	"1"	"Scientific Literature"	"J. Med. Chem."	"2013"	"None"	""
"CHEMBL2348650"	""	"0"	"413.53"	"0"	"3.63"	"12s"	"CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCNCC4)c3)ncc2F)s1"	"Ki"	"'='"	"85.0"	"nM"	"7.07"	""	""	"UO_0000065"	"17.10"	"0.33"	"3.44"	"9.06"	"0"	"CHEMBL2350829"	"Inhibition of human recombinant His6 tagged CDK2/Cyclin A expressed in Sf21 insect cells after 40 mins by scintillation counting analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL2346630"	"1"	"Scientific Literature"	"J. Med. Chem."	"2013"	"None"	""
"CHEMBL116615"	""	"0"	"311.37"	"0"	"3.93"	"46"	"O=C(NOc1ccccc1)Nc1csc(-c2ccccc2)n1"	"IC50"	"'='"	"35000.0"	"nM"	"4.46"	""	""	"UO_0000065"	"14.31"	"0.28"	"0.53"	"7.04"	"0"	"CHEMBL657263"	"Ability to inhibit cyclin-dependent kinase 2-cyclin A."	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1136288"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2003"	"None"	""
"CHEMBL179511"	""	"0"	"345.37"	"0"	"1.29"	"7q1"	"NC(=O)c1nn(-c2ccc(C3=NCC=N3)cc2)c2c1CCc1n[nH]cc1-2"	"IC50"	"'='"	"250.0"	"nM"	"6.60"	""	""	"UO_0000065"	"19.12"	"0.35"	"5.31"	"5.78"	"0"	"CHEMBL829439"	"Inhibition of Cyclin A-cyclin-dependent kinase 2"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1144365"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2005"	"None"	""
"CHEMBL189047"	""	"0"	"339.40"	"0"	"2.56"	"23(table 3)"	"C[C@@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2CCNC2=O)cc1"	"IC50"	"'='"	"455.0"	"nM"	"6.34"	""	""	"UO_0000065"	"18.69"	"0.35"	"3.78"	"7.04"	"0"	"CHEMBL833553"	"Inhibition of cyclin dependent kinase 2-cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1143606"	"1"	"Scientific Literature"	"J. Med. Chem."	"2005"	"None"	""
"CHEMBL189937"	""	"0"	"483.41"	"0"	"4.13"	"35"	"Cc1c(Br)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12"	"IC50"	"'='"	"439.0"	"nM"	"6.36"	""	""	"UO_0000065"	"13.15"	"0.28"	"2.23"	"8.47"	"1"	"CHEMBL827912"	"Inhibition of Cyclin dependent kinase 2-cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1143566"	"1"	"Scientific Literature"	"J. Med. Chem."	"2005"	"None"	""
"CHEMBL178750"	""	"0"	"384.42"	"0"	"1.25"	"7c2"	"CN(C)S(=O)(=O)c1ccc(-n2nc(C(N)=O)c3ccc4[nH]ncc4c32)cc1"	"IC50"	"'='"	"10.0"	"nM"	"8.00"	""	""	"UO_0000065"	"20.81"	"0.40"	"6.75"	"6.30"	"0"	"CHEMBL829439"	"Inhibition of Cyclin A-cyclin-dependent kinase 2"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1144365"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2005"	"None"	""
